title,brand,price,$/gb,currency,capacity_gb,speed,form_factor,condition,link,source,itemGroupType
Hynix 16GB 1Rx8 DDR5 5600MHz PC5-44800 EC8 RDIMM Server Memory RAM (HMCG78AGBRA),SK Hynix,219.99,13.749375,USD,16,DDR5,Server,Open box,https://www.ebay.com/itm/226568304418?campid=5339111681,Ebay,
G.SKILL Ripjaws S5 Series 32GB 2 x 16GB 288-Pin PC RAM DDR5 6000 Intel XMP 3.0,G.Skill,249.95,7.8109375,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/267500531515?campid=5339111681,Ebay,
Team Group 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory Model FF4D,Team Group,185.49,11.593125,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/388610778809?campid=5339111681,Ebay,
Team Group 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory Model FF3D,Team Group,185.49,11.593125,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/306325747710?campid=5339111681,Ebay,
CORSAIR CMH16GX5M2B5200C40 Vengeance RGB DDR5 Memory Modules 16GB (2x 8GB) DDR5,Corsair,209.99,13.124375,USD,16,DDR5,Desktop,Open box,https://www.ebay.com/itm/336325077382?campid=5339111681,Ebay,
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 Desktop Memory,Corsair,419.49,13.1090625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/305633592083?campid=5339111681,Ebay,
TEAMGROUP T-FORCE DELTA RGB DDR5 Ram 32GB (2x16GB) 6000MHz PC5-48000 CL30,Team Group,359.99,11.2496875,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/177639025880?campid=5339111681,Ebay,
CORSAIR Dominator Titanium RGB DDR5 RAM 48GB (2x24GB) DDR5 7200MHz CL36 Ram,Corsair,350.00,7.291666666666667,USD,48,DDR5,Desktop,Used,https://www.ebay.com/itm/205889470221?campid=5339111681,Ebay,
Kingston FURY Beast RGB EXPO 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Memory *NEW *,Kingston,280.00,8.75,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/127539348709?campid=5339111681,Ebay,
TEAMGROUP Elite SODIMM DDR5 64GB (2x32GB) 5600Mhz (PC5-44800) CL46 Non-ECC,Team Group,389.00,6.078125,USD,64,DDR5,Server,New,https://www.ebay.com/itm/277529173702?campid=5339111681,Ebay,
Crucial - 128GB Kit (2x64GB) DDR5 5600MHz C46 SODIMM Laptop Memory - Black,Crucial,926.99,7.242109375,USD,128,DDR5,Laptop,New,https://www.ebay.com/itm/197794177436?campid=5339111681,Ebay,
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Deskto,Corsair,226.99,14.186875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/305713918056?campid=5339111681,Ebay,
Crucial - Pro 32GB (2x16GB) DDR5 5600MHz C46 UDIMM Desktop Memory - Black,Crucial,260.99,8.1559375,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/205117559099?campid=5339111681,Ebay,
Samsung 16GB DDR5-5600 DIMM M323R2GA3EB0-CWM Desktop Memory RAM HP: N20976-982,Samsung,139.95,8.746875,USD,16,DDR5-5600,Desktop,Open box,https://www.ebay.com/itm/306641046322?campid=5339111681,Ebay,
Crucial - Pro Overclocking 32GB (2x16GB) DDR5 6000MHz C36 UDIMM Desktop Memor...,Crucial,273.99,8.5621875,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/205117563745?campid=5339111681,Ebay,
Patriot Viper Elite 5 RGB 32GB (2x16GB) DDR5-6400 PC5-51200 CL32 XMP/EXPO PC RAM,Patriot,299.99,9.3746875,USD,32,DDR5-6400,Desktop,New,https://www.ebay.com/itm/176513851791?campid=5339111681,Ebay,
SK HYNIX SODIMM DDR5 5600MHz 1x32GB Laptop RAM 2Rx8 PC5-5600B-SB0 HMCG88AGBSA095,SK Hynix,259.99,8.1246875,USD,32,DDR5,Laptop,Used,https://www.ebay.com/itm/136815147681?campid=5339111681,Ebay,
Hynix 16GB DDR5 5600 MHz PC5-44800 Non-ECC DIMM Desktop Memory RAM (HMCG78AGBUA),SK Hynix,152.40,9.525,USD,16,DDR5,Server,Open box,https://www.ebay.com/itm/326367162267?campid=5339111681,Ebay,
SK HYNIX SODIMM DDR5 5600MHz 1x32GB Laptop RAM 2Rx8 PC5-5600B-SB0 HMCG88AGBSA095,SK Hynix,259.99,8.1246875,USD,32,DDR5,Laptop,Used,https://www.ebay.com/itm/136815147684?campid=5339111681,Ebay,
*NEW* Patriot Viper Elite 5 16GB DDR5 6000 CL30 PC5 48000 Desktop Memory - White,Patriot,149.50,9.34375,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/336327496083?campid=5339111681,Ebay,
Samsung 16GB DDR5 SODIMM 5600MHz PC5-5600B Laptop Memory RAM M425R2G3E3EBO,Samsung,99.00,6.1875,USD,16,DDR5,Laptop,Open box,https://www.ebay.com/itm/326897693529?campid=5339111681,Ebay,
SK HYNIX 16GB 1Rx8 DDR5 4800 MHz Desktop Memory RAM HMCG78MEBUA081N,SK Hynix,99.00,6.1875,USD,16,DDR5,Desktop,Used,https://www.ebay.com/itm/147007382702?campid=5339111681,Ebay,
Crucial 16GB Single DDR5 5600MHz PC5-44800 RAM 288-Pin Desktop Memory 5600 uDIMM,Crucial,120.00,7.5,USD,16,DDR5,Desktop,Used,https://www.ebay.com/itm/357979621590?campid=5339111681,Ebay,
"Crucial Pro 32GB DDR5 RAM Kit (2x16GB),CL36 6000MHz, Overclocking Desktop Gaming",Crucial,275.00,8.59375,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/406448108686?campid=5339111681,Ebay,
Kingston 32GB DDR5 5600MHz PC5-44800 DIMM Desktop Memory RAM (KF556C36BBEAK2-64),Kingston,293.89,9.1840625,USD,32,DDR5,Desktop,Open box,https://www.ebay.com/itm/227003257054?campid=5339111681,Ebay,
Patriot Viper Elite 5 16GB (1x16G) DDR5-6000 PC5-48000 C30 UDIMM XMP/EXPO PC RAM,Patriot,154.99,9.686875,USD,16,DDR5-6000,Desktop,New,https://www.ebay.com/itm/177317810460?campid=5339111681,Ebay,
A-Tech 16GB 2x 8GB DDR5 5600 MHz Desktop DIMM PC5-44800 288-Pin Memory RAM Kit,A-Tech,168.32,10.52,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/225908524195?campid=5339111681,Ebay,
Kingston FURY Beast White RGB 32GB (1X 32GB) 6000MT/s CL36 DDR5 EXPO DIMM,Kingston,249.99,7.8121875,USD,32,6000MT/s,Desktop,Used,https://www.ebay.com/itm/236491688646?campid=5339111681,Ebay,
Hynix 16GB DDR5 4800 MHz PC5-38400 EC8 RDIMM Server Memory RAM (HMCG78AEBRA115N),SK Hynix,164.87,10.304375,USD,16,DDR5,Server,Open box,https://www.ebay.com/itm/326347210703?campid=5339111681,Ebay,
Hynix 16GB DDR5 4800 MHz PC5-38400 1Rx8 UDIMM Server Memory RAM HMCG78MEBEA081N,SK Hynix,293.62,18.35125,USD,16,DDR5,Server,Open box,https://www.ebay.com/itm/226619701515?campid=5339111681,Ebay,
G. SKILL Trident Z5 RGB 32GB PC5-57600 DDR5-7200 CL 34 Memory - F5-7200J34,G.SKILL,300.00,9.375,USD,32,DDR5-7200,Desktop,Open box,https://www.ebay.com/itm/389330137550?campid=5339111681,Ebay,
SAMSUNG DDR5 5600 16GB SODIMM PC5-5600B-SA0-1010-XT - GREEN,Samsung,160.01,10.000625,USD,16,DDR5,Laptop,Open box,https://www.ebay.com/itm/167960011523?campid=5339111681,Ebay,
A-Tech 16GB DDR5 5600 MHz Laptop SODIMM PC5-44800 262-Pin Notebook Memory RAM,A-Tech,161.99,10.124375,USD,16,DDR5,Laptop,New,https://www.ebay.com/itm/325920642411?campid=5339111681,Ebay,
NEW Crucial 16GB DDR5 RAM 5600MHz 288-Pin Desktop Memory 5600 UDIMM CT16G56C46U5,Crucial,209.99,13.124375,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/157502721392?campid=5339111681,Ebay,
Kingston FURY Beast White RGB 32GB (1X 32GB) 6000MT/s CL36 DDR5 EXPO DIMM,Kingston,249.99,7.8121875,USD,32,6000MT/s,Desktop,Used,https://www.ebay.com/itm/236491688646?campid=5339111681,Ebay,
Crucial Pro Gaming 32GB (2x16GB) DDR5 UDIMM 6400MHz Black,Crucial,269.00,8.40625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/236499919304?campid=5339111681,Ebay,
A-Tech 8GB DDR5 4800 MHz PC5-38400 Desktop 288-Pin DIMM Non-ECC Memory RAM 1x 8G,A-Tech,81.59,10.19875,USD,8,DDR5,Server,New,https://www.ebay.com/itm/225310017681?campid=5339111681,Ebay,
crucial 64gb kit 2x32gb ddr5-5600 UDIMM,Crucial,499.00,7.796875,USD,64,ddr5-5600,Desktop,New,https://www.ebay.com/itm/205895547866?campid=5339111681,Ebay,
16GB DDR5 1Rx8 PC5-44800U DIMM Hynix HMCG78AGBUA Equivalent Desktop Memory RAM,SK Hynix,179.51,11.219375,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/326234528445?campid=5339111681,Ebay,
Dell Memory SNPK7G24C/16G AB883074 16GB 1Rx8 DDR5 UDIMM 4800MHz RAM,Dell,209.95,13.121875,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/134987374407?campid=5339111681,Ebay,
NEW Corsair Vengeance RGB DDR5 CMH32GX5M2E6000C36 32GB (16GBx2) Memory SEALED,Corsair,325.00,10.15625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/127534153797?campid=5339111681,Ebay,
G.SKILL Flare X5 64GB (2 x 32GB) PC RAM DDR5 6000 MHz (PC5 48000),G.Skill,494.99,7.73421875,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/257239119124?campid=5339111681,Ebay,
G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory,G.Skill,381.49,11.9215625,USD,32,DDR5,Desktop,New,https://www.ebay.com/itm/304866626948?campid=5339111681,Ebay,
A-Tech 8GB DDR5 5600 MHz Desktop DIMM PC5-44800 288-Pin Non-ECC Memory RAM 1x8GB,A-Tech,84.16,10.52,USD,8,DDR5,Server,New,https://www.ebay.com/itm/225908524193?campid=5339111681,Ebay,
Kingston Fury Renegade RGB 32GB (2x16GB) DDR5 6400MT/s,Kingston,260.00,8.125,USD,32,DDR5,Desktop,Used,https://www.ebay.com/itm/127534685549?campid=5339111681,Ebay,
Crucial Pro Overclocking 64GB (2 x 32GB) DDR5 6400 (PC5 51200) Desktop Memory,Crucial,500.00,7.8125,USD,64,DDR5,Desktop,New,https://www.ebay.com/itm/227104219213?campid=5339111681,Ebay,
A-Tech 16GB 2x 8GB DDR5 5600 SODIMM PC5-44800 262-Pin Notebook Memory RAM Kit,A-Tech,128.54,8.03375,USD,16,DDR5,Laptop,New,https://www.ebay.com/itm/325920642409?campid=5339111681,Ebay,
16GB DDR5 PC5-44800U DIMM Samsung M323R2GA3DB0-CWM Equivalent Desktop Memory RAM,Samsung,179.51,11.219375,USD,16,DDR5,Desktop,New,https://www.ebay.com/itm/226296078555?campid=5339111681,Ebay,
Team Group T-Create Expert 32GB DDR5-6400 DIMM Memory Module,Team Group,360.00,11.25,USD,32,DDR5-6400,Desktop,Used,https://www.ebay.com/itm/389329844525?campid=5339111681,Ebay,
Samsung 8GB 1Rx16 PC5-38400 DDR5-4800 MHz HMCG66AEBUA084N AA DIMM Desktop Memory,Samsung,81.98,10.2475,USD,8,DDR5-4800,Desktop,New,https://www.ebay.com/itm/116720289651?campid=5339111681,Ebay,
